运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级
WLYD5702912,广州朝阳区,杭州朝阳区,张秀英,EMP_003,赵强贸易公司,顺丰速运,建材,零担,837kg,1.30m³,2257元,1392元,2025-02-05 09:38,2026-07-04 23:02,2025-02-05 09:38,2025-01-16 06:39,已退回,刘静,1076km,天河网点,鼓楼网点,运费异常,低
WLYD7373358,杭州天河区,深圳朝阳区,吴静,EMP_016,陈磊贸易公司,顺丰速运,建材,整车,3129kg,5.94m³,533元,4565元,2026-05-09 03:07,2026-05-24 23:15,2026-05-09 03:07,2025-03-27 19:57,已签收,周静,629km,浦东网点,余杭网点,货物损坏,高
WLYD6845782,上海天河区,杭州朝阳区,吴芳,EMP_054,陈芳贸易公司,顺丰速运,食品,零担,4664kg,5.87m³,2925元,1022元,2025-10-01 18:04,2025-06-11 16:43,2025-10-01 18:04,2026-04-03 18:02,已签收,周丽,252km,天河网点,鼓楼网点,超时派送,高
WLYD4191483,杭州朝阳区,广州余杭区,陈伟,EMP_005,黄伟贸易公司,顺丰速运,服装,零担,4185kg,3.26m³,475元,567元,2025-11-14 12:54,2025-04-02 11:45,2025-11-14 12:54,2026-01-08 21:50,已签收,吴洋,881km,余杭网点,鼓楼网点,超时派送,高
WLYD3211494,广州余杭区,杭州鼓楼区,黄伟,EMP_028,吴静贸易公司,顺丰速运,建材,合同物流,4810kg,7.55m³,138元,2734元,2025-04-20 05:13,2026-11-23 21:27,2025-04-20 05:13,2026-07-03 15:53,已签收,陈强,1853km,南山网点,天河网点,货物损坏,中
WLYD6512661,南京南山区,杭州鼓楼区,陈磊,EMP_042,王洋贸易公司,顺丰速运,化工品,整车,2206kg,9.26m³,2911元,3793元,2026-06-16 00:39,2025-07-21 07:15,2026-06-16 00:39,2026-04-24 11:49,派送中,赵静,1987km,南山网点,朝阳网点,虚假签收,中
WLYD5064537,南京天河区,上海天河区,杨伟,EMP_053,赵磊贸易公司,顺丰速运,电子产品,零担,480kg,1.89m³,3221元,1732元,2025-12-04 19:17,2025-06-17 02:52,2025-12-04 19:17,2025-08-16 12:55,派送中,王秀英,806km,天河网点,浦东网点,虚假签收,高
WLYD7047073,南京南山区,杭州天河区,王敏,EMP_071,张丽贸易公司,顺丰速运,化工品,合同物流,1990kg,0.88m³,2629元,4731元,2025-04-09 10:53,2026-09-17 04:15,2025-04-09 10:53,2025-12-16 08:35,已签收,赵娜,683km,天河网点,朝阳网点,包装破损,低
WLYD8674359,南京朝阳区,杭州南山区,陈丽,EMP_056,黄娜贸易公司,顺丰速运,电子产品,零担,3680kg,6.27m³,166元,4713元,2025-07-19 09:12,2026-01-15 13:41,2025-07-19 09:12,2025-11-24 21:56,派送中,周敏,648km,天河网点,朝阳网点,超时派送,中
WLYD9998319,杭州南山区,上海浦东新区,刘秀英,EMP_080,黄娜贸易公司,顺丰速运,电子产品,合同物流,4111kg,7.92m³,1224元,3894元,2025-03-07 22:01,2025-08-28 22:39,2025-03-07 22:01,2025-08-28 06:18,已签收,李洋,526km,朝阳网点,余杭网点,虚假签收,高
WLYD4565123,广州朝阳区,广州余杭区,李磊,EMP_030,张娜贸易公司,顺丰速运,服装,整车,2644kg,4.77m³,366元,634元,2026-03-01 07:48,2026-10-06 13:43,2026-03-01 07:48,2025-02-16 09:22,已签收,张磊,123km,浦东网点,浦东网点,路线异常,高
WLYD9356779,杭州余杭区,南京鼓楼区,杨秀英,EMP_030,张静贸易公司,顺丰速运,电子产品,整车,1542kg,3.69m³,3895元,206元,2026-11-16 01:52,2025-11-26 06:12,2026-11-16 01:52,2025-12-09 10:49,已签收,陈伟,1750km,南山网点,浦东网点,包装破损,高
WLYD4544351,上海余杭区,南京鼓楼区,杨敏,EMP_069,李伟贸易公司,顺丰速运,服装,合同物流,1851kg,8.14m³,1185元,4429元,2026-11-28 05:34,2025-06-20 23:20,2026-11-28 05:34,2025-08-07 12:19,派送中,张磊,1039km,天河网点,鼓楼网点,重量异常,高
WLYD3393467,广州朝阳区,南京浦东新区,吴秀英,EMP_036,杨娜贸易公司,顺丰速运,电子产品,零担,3554kg,1.63m³,2543元,3055元,2025-10-22 17:36,2026-03-10 10:25,2025-10-22 17:36,2025-05-22 19:50,已退回,张芳,628km,南山网点,鼓楼网点,包装破损,低
WLYD3134964,杭州余杭区,南京鼓楼区,周娜,EMP_057,刘娜贸易公司,顺丰速运,服装,整车,456kg,7.56m³,2868元,2969元,2025-12-14 21:31,2026-03-22 02:02,2025-12-14 21:31,2025-08-09 10:53,派送中,陈芳,1315km,浦东网点,浦东网点,未及时签收,中
WLYD9096783,上海余杭区,北京浦东新区,吴磊,EMP_027,张洋贸易公司,顺丰速运,化工品,整车,3163kg,7.11m³,2416元,4661元,2025-07-09 15:31,2026-04-01 22:38,2025-07-09 15:31,2026-12-11 18:56,已签收,王静,695km,朝阳网点,浦东网点,未及时签收,低
WLYD4306049,南京浦东新区,北京南山区,杨娜,EMP_069,李静贸易公司,顺丰速运,服装,零担,4220kg,4.21m³,1600元,3356元,2025-10-01 01:00,2026-12-23 20:13,2025-10-01 01:00,2025-12-10 23:04,已签收,张芳,1952km,鼓楼网点,余杭网点,超时派送,高
WLYD5504075,广州鼓楼区,深圳鼓楼区,周洋,EMP_075,王伟贸易公司,顺丰速运,食品,零担,2739kg,1.60m³,2773元,3227元,2026-03-15 09:29,2025-01-24 10:23,2026-03-15 09:29,2025-01-13 16:09,已退回,黄娜,1216km,鼓楼网点,南山网点,路线异常,高
WLYD7071571,北京浦东新区,南京余杭区,李强,EMP_012,王敏贸易公司,顺丰速运,建材,合同物流,172kg,9.61m³,3026元,3515元,2026-02-24 14:30,2025-05-26 15:34,2026-02-24 14:30,2026-08-11 02:38,已退回,李敏,1324km,余杭网点,天河网点,货物损坏,高
WLYD8110472,杭州余杭区,北京浦东新区,张敏,EMP_021,陈洋贸易公司,顺丰速运,电子产品,零担,1610kg,5.34m³,2555元,2749元,2026-06-18 08:42,2025-04-22 05:47,2026-06-18 08:42,2026-02-09 15:33,已签收,吴芳,849km,朝阳网点,南山网点,路线异常,高
WLYD4911541,北京朝阳区,上海天河区,陈伟,EMP_024,刘娜贸易公司,顺丰速运,电子产品,合同物流,26kg,2.79m³,1854元,4629元,2026-03-08 03:36,2025-02-11 19:10,2026-03-08 03:36,2026-03-11 12:28,派送中,周洋,856km,南山网点,浦东网点,未及时签收,高
WLYD3718005,深圳朝阳区,深圳南山区,张芳,EMP_100,陈强贸易公司,顺丰速运,化工品,合同物流,1831kg,8.77m³,4861元,3005元,2025-03-13 18:58,2026-03-14 23:56,2025-03-13 18:58,2025-05-24 10:49,已签收,李芳,804km,天河网点,鼓楼网点,未及时签收,高
WLYD4144354,上海余杭区,上海余杭区,王敏,EMP_001,王洋贸易公司,顺丰速运,化工品,零担,4598kg,3.55m³,4671元,717元,2025-12-04 20:53,2026-05-07 15:34,2025-12-04 20:53,2026-08-05 23:03,已退回,张磊,1915km,余杭网点,鼓楼网点,运费异常,高
WLYD4124699,北京朝阳区,广州朝阳区,王敏,EMP_008,李芳贸易公司,顺丰速运,化工品,合同物流,2711kg,7.19m³,758元,3545元,2026-09-26 17:00,2026-06-12 04:21,2026-09-26 17:00,2025-07-22 16:36,已退回,王娜,1357km,浦东网点,余杭网点,超时派送,中
WLYD5914210,上海余杭区,南京南山区,刘强,EMP_091,赵丽贸易公司,顺丰速运,建材,零担,2228kg,8.05m³,1985元,1084元,2026-05-12 08:31,2025-02-01 02:19,2026-05-12 08:31,2026-01-16 19:07,已签收,李强,783km,南山网点,南山网点,虚假签收,低
WLYD3001580,北京鼓楼区,南京余杭区,周丽,EMP_094,李敏贸易公司,顺丰速运,化工品,整车,4497kg,8.00m³,2696元,1329元,2026-02-26 07:56,2026-08-11 11:15,2026-02-26 07:56,2025-06-28 19:19,已签收,刘秀英,1075km,鼓楼网点,朝阳网点,包装破损,高
WLYD8886212,深圳余杭区,杭州天河区,吴强,EMP_038,刘伟贸易公司,顺丰速运,化工品,零担,4186kg,6.21m³,3334元,3498元,2025-05-25 14:17,2025-10-23 21:11,2025-05-25 14:17,2026-05-17 07:01,已退回,杨磊,1977km,朝阳网点,鼓楼网点,路线异常,低
WLYD3113563,杭州南山区,广州余杭区,杨芳,EMP_092,张芳贸易公司,顺丰速运,化工品,整车,2017kg,0.81m³,604元,4103元,2026-06-22 09:12,2026-10-07 03:28,2026-06-22 09:12,2026-02-19 14:30,已签收,王静,73km,余杭网点,浦东网点,未及时签收,低
WLYD3904129,上海朝阳区,深圳朝阳区,吴磊,EMP_096,赵娜贸易公司,顺丰速运,建材,整车,930kg,8.10m³,3697元,1385元,2026-06-14 01:42,2025-09-19 16:21,2026-06-14 01:42,2025-05-06 18:34,已签收,张芳,613km,南山网点,天河网点,包装破损,中
WLYD9358021,南京朝阳区,广州余杭区,张磊,EMP_003,赵丽贸易公司,顺丰速运,食品,零担,4095kg,7.18m³,3395元,3712元,2026-10-12 22:58,2026-12-23 10:27,2026-10-12 22:58,2025-08-19 19:25,已签收,吴丽,1821km,浦东网点,浦东网点,运费异常,低
WLYD4915898,上海天河区,上海浦东新区,周芳,EMP_080,李敏贸易公司,顺丰速运,电子产品,整车,4097kg,0.73m³,4308元,1617元,2025-12-03 04:10,2026-04-22 09:48,2025-12-03 04:10,2026-09-04 05:45,派送中,陈丽,1438km,天河网点,浦东网点,路线异常,高
WLYD6302106,深圳南山区,广州南山区,杨伟,EMP_038,黄娜贸易公司,顺丰速运,化工品,零担,2579kg,1.28m³,1116元,3651元,2026-05-21 03:49,2026-07-03 01:20,2026-05-21 03:49,2025-05-25 23:18,已退回,杨敏,850km,浦东网点,天河网点,运费异常,中
WLYD9370371,上海朝阳区,上海天河区,陈丽,EMP_067,周芳贸易公司,顺丰速运,电子产品,合同物流,2565kg,8.05m³,432元,4287元,2026-02-25 21:41,2025-09-03 12:50,2026-02-25 21:41,2025-04-28 11:06,已退回,李伟,1711km,鼓楼网点,南山网点,路线异常,高
WLYD3430117,北京浦东新区,上海天河区,吴强,EMP_034,赵洋贸易公司,顺丰速运,化工品,合同物流,2542kg,8.73m³,3920元,758元,2026-05-12 09:50,2026-08-19 05:19,2026-05-12 09:50,2026-04-08 20:08,已签收,王芳,1593km,鼓楼网点,朝阳网点,路线异常,高
WLYD8642134,深圳余杭区,北京天河区,陈伟,EMP_097,刘洋贸易公司,顺丰速运,化工品,零担,334kg,9.15m³,3774元,1078元,2026-01-11 07:42,2025-05-23 03:29,2026-01-11 07:42,2025-11-13 14:55,派送中,吴洋,1186km,天河网点,余杭网点,包装破损,低
WLYD4235333,广州南山区,杭州浦东新区,黄秀英,EMP_082,张静贸易公司,顺丰速运,服装,整车,4593kg,0.82m³,1901元,1665元,2026-07-08 08:36,2026-07-07 13:09,2026-07-08 08:36,2025-01-09 19:55,派送中,李敏,1933km,天河网点,南山网点,虚假签收,高
WLYD5896980,深圳南山区,上海浦东新区,杨强,EMP_028,杨芳贸易公司,顺丰速运,建材,整车,284kg,4.81m³,397元,4797元,2026-01-03 18:22,2026-05-17 05:24,2026-01-03 18:22,2025-02-21 07:03,已退回,刘敏,1405km,天河网点,浦东网点,未及时签收,中
WLYD5424316,广州朝阳区,广州余杭区,王秀英,EMP_096,黄丽贸易公司,顺丰速运,食品,整车,3158kg,0.18m³,1493元,3638元,2025-04-12 18:12,2025-04-19 21:31,2025-04-12 18:12,2026-10-25 11:37,已退回,刘强,1926km,浦东网点,天河网点,虚假签收,高
WLYD1750804,北京南山区,上海鼓楼区,赵强,EMP_090,杨磊贸易公司,顺丰速运,食品,零担,2145kg,1.30m³,1569元,2200元,2026-10-19 14:47,2025-12-24 23:09,2026-10-19 14:47,2025-01-19 06:11,已退回,周敏,1303km,天河网点,余杭网点,路线异常,高
WLYD4979171,深圳天河区,广州朝阳区,黄伟,EMP_090,杨强贸易公司,顺丰速运,化工品,整车,1523kg,9.68m³,2228元,2441元,2025-01-12 23:54,2025-04-11 11:35,2025-01-12 23:54,2026-01-19 10:32,派送中,杨丽,1642km,朝阳网点,朝阳网点,未及时签收,高
WLYD9776930,深圳朝阳区,杭州鼓楼区,陈娜,EMP_019,王芳贸易公司,顺丰速运,服装,整车,1812kg,7.20m³,2628元,3754元,2026-01-24 10:59,2025-09-16 21:06,2026-01-24 10:59,2026-02-03 09:46,已签收,周丽,1519km,余杭网点,南山网点,未及时签收,高
WLYD8824627,上海浦东新区,北京天河区,李敏,EMP_019,陈伟贸易公司,顺丰速运,建材,零担,175kg,7.44m³,994元,723元,2025-10-24 09:33,2025-01-19 20:51,2025-10-24 09:33,2026-11-05 01:32,已退回,王强,1639km,朝阳网点,南山网点,路线异常,高
WLYD4147882,北京天河区,广州浦东新区,刘丽,EMP_049,周伟贸易公司,顺丰速运,建材,零担,4063kg,4.24m³,393元,2956元,2026-08-08 03:21,2025-10-22 09:38,2026-08-08 03:21,2026-05-04 01:02,派送中,周丽,527km,余杭网点,南山网点,路线异常,高
WLYD4375309,上海余杭区,南京南山区,李丽,EMP_098,黄静贸易公司,顺丰速运,电子产品,合同物流,2791kg,7.36m³,2876元,3470元,2026-07-10 08:52,2025-06-16 16:42,2026-07-10 08:52,2025-10-09 21:15,已签收,陈丽,1530km,浦东网点,鼓楼网点,包装破损,低
WLYD7147840,杭州天河区,上海南山区,黄伟,EMP_035,杨丽贸易公司,顺丰速运,电子产品,合同物流,1515kg,2.05m³,1846元,3151元,2025-11-16 00:55,2026-08-22 12:47,2025-11-16 00:55,2026-01-24 10:23,已签收,王秀英,855km,鼓楼网点,朝阳网点,货物损坏,低
WLYD3000797,杭州浦东新区,广州鼓楼区,张芳,EMP_030,王敏贸易公司,顺丰速运,化工品,合同物流,1475kg,7.23m³,3660元,1735元,2025-08-07 22:53,2025-09-16 15:48,2025-08-07 22:53,2025-05-07 20:00,已签收,张磊,241km,天河网点,浦东网点,货物损坏,中
WLYD7178911,杭州朝阳区,上海余杭区,周娜,EMP_050,王洋贸易公司,顺丰速运,食品,合同物流,4250kg,2.80m³,933元,2862元,2025-01-09 18:47,2026-03-12 19:55,2025-01-09 18:47,2026-10-26 02:13,派送中,赵静,207km,浦东网点,余杭网点,货物损坏,低
WLYD7563767,上海浦东新区,上海天河区,赵强,EMP_027,赵强贸易公司,顺丰速运,建材,零担,4746kg,0.48m³,3905元,3997元,2025-01-05 03:45,2026-05-21 19:38,2025-01-05 03:45,2026-06-16 23:07,派送中,刘丽,840km,浦东网点,南山网点,包装破损,中
WLYD3765347,南京朝阳区,上海天河区,赵伟,EMP_031,刘丽贸易公司,顺丰速运,食品,零担,4481kg,1.46m³,942元,3618元,2025-10-07 07:36,2025-12-02 18:28,2025-10-07 07:36,2026-12-19 07:24,已签收,陈静,481km,南山网点,朝阳网点,重量异常,高
WLYD8102023,北京浦东新区,南京天河区,张静,EMP_014,杨磊贸易公司,顺丰速运,建材,整车,2360kg,1.76m³,1728元,2359元,2025-03-24 08:41,2025-01-18 06:27,2025-03-24 08:41,2025-09-20 06:42,已退回,陈丽,775km,余杭网点,天河网点,货物损坏,中
WLYD2092386,深圳浦东新区,杭州南山区,张磊,EMP_025,黄伟贸易公司,顺丰速运,食品,整车,3481kg,3.65m³,2369元,3114元,2025-08-21 15:42,2025-01-15 08:38,2025-08-21 15:42,2026-05-12 23:27,已签收,李丽,440km,余杭网点,余杭网点,未及时签收,中
WLYD4093954,北京余杭区,北京余杭区,周丽,EMP_025,李娜贸易公司,顺丰速运,食品,零担,1119kg,5.76m³,4252元,4545元,2025-05-27 06:52,2026-06-22 06:41,2025-05-27 06:52,2025-12-23 13:43,已签收,吴静,1678km,余杭网点,南山网点,运费异常,高
WLYD6598148,深圳天河区,广州余杭区,王丽,EMP_028,张静贸易公司,顺丰速运,服装,整车,247kg,3.82m³,3077元,1313元,2025-12-17 06:43,2026-05-09 11:35,2025-12-17 06:43,2026-12-13 18:59,派送中,杨伟,1378km,朝阳网点,朝阳网点,未及时签收,中
WLYD9778983,上海余杭区,广州天河区,李娜,EMP_010,黄秀英贸易公司,顺丰速运,服装,零担,651kg,2.89m³,246元,4219元,2026-03-26 10:51,2025-05-20 13:05,2026-03-26 10:51,2025-12-10 14:49,已退回,赵静,1254km,天河网点,天河网点,包装破损,高
WLYD9225601,杭州鼓楼区,深圳朝阳区,吴静,EMP_058,刘静贸易公司,顺丰速运,服装,合同物流,1434kg,7.70m³,4371元,1597元,2026-04-20 20:59,2025-10-15 17:23,2026-04-20 20:59,2025-10-28 03:51,派送中,王伟,450km,余杭网点,浦东网点,包装破损,高
WLYD4058224,上海天河区,杭州余杭区,周磊,EMP_098,刘芳贸易公司,顺丰速运,服装,整车,4668kg,3.90m³,1545元,350元,2025-05-04 19:22,2025-03-21 09:39,2025-05-04 19:22,2025-03-13 05:14,已签收,吴强,432km,天河网点,浦东网点,路线异常,低
WLYD4056217,北京鼓楼区,杭州浦东新区,周秀英,EMP_084,黄强贸易公司,顺丰速运,电子产品,零担,1589kg,2.43m³,4879元,3619元,2025-12-07 15:30,2025-02-26 16:41,2025-12-07 15:30,2025-08-19 01:12,已退回,赵磊,1875km,朝阳网点,天河网点,重量异常,高
WLYD2626326,深圳天河区,南京天河区,吴静,EMP_053,刘敏贸易公司,顺丰速运,电子产品,整车,3139kg,6.80m³,1498元,243元,2025-07-24 20:13,2026-04-07 00:27,2025-07-24 20:13,2025-03-02 18:14,派送中,刘丽,1988km,南山网点,鼓楼网点,货物损坏,低
WLYD6848478,上海朝阳区,杭州浦东新区,陈芳,EMP_015,陈强贸易公司,顺丰速运,电子产品,零担,2790kg,9.62m³,1010元,3125元,2026-01-01 17:59,2025-09-01 18:23,2026-01-01 17:59,2026-12-05 09:05,派送中,王娜,1092km,余杭网点,天河网点,运费异常,高
WLYD9390598,北京鼓楼区,杭州南山区,张洋,EMP_086,周静贸易公司,顺丰速运,电子产品,整车,4102kg,4.99m³,4250元,1169元,2025-06-18 02:47,2025-11-24 22:55,2025-06-18 02:47,2026-09-05 10:01,派送中,赵丽,1545km,朝阳网点,南山网点,货物损坏,低
WLYD7896649,北京鼓楼区,杭州天河区,黄丽,EMP_030,周强贸易公司,顺丰速运,食品,整车,2094kg,1.78m³,3118元,1760元,2026-02-24 14:34,2026-07-21 22:04,2026-02-24 14:34,2025-05-11 16:44,派送中,王磊,1906km,南山网点,鼓楼网点,超时派送,高
WLYD2911694,北京南山区,广州余杭区,王丽,EMP_032,赵丽贸易公司,顺丰速运,服装,合同物流,4728kg,0.84m³,4797元,1736元,2026-09-10 08:25,2026-07-12 23:24,2026-09-10 08:25,2025-05-11 13:01,派送中,杨洋,1158km,南山网点,朝阳网点,包装破损,中
WLYD2065711,深圳天河区,南京朝阳区,陈秀英,EMP_062,陈磊贸易公司,顺丰速运,电子产品,整车,1318kg,8.98m³,3791元,3292元,2026-06-20 09:09,2026-04-03 04:04,2026-06-20 09:09,2026-10-16 17:23,已退回,王伟,1422km,南山网点,鼓楼网点,货物损坏,中
WLYD1593899,深圳余杭区,北京朝阳区,张娜,EMP_033,黄洋贸易公司,顺丰速运,化工品,合同物流,724kg,4.41m³,1799元,4625元,2026-06-13 04:36,2025-02-06 01:12,2026-06-13 04:36,2025-04-05 10:02,派送中,陈丽,1659km,浦东网点,南山网点,货物损坏,高
WLYD3761743,广州朝阳区,北京浦东新区,吴磊,EMP_033,赵强贸易公司,顺丰速运,电子产品,合同物流,3159kg,1.74m³,4492元,919元,2025-07-23 13:11,2025-12-06 22:55,2025-07-23 13:11,2025-09-12 09:53,派送中,刘娜,488km,浦东网点,浦东网点,运费异常,低
WLYD3900630,广州余杭区,上海浦东新区,吴秀英,EMP_082,吴磊贸易公司,顺丰速运,电子产品,合同物流,724kg,6.28m³,4568元,1905元,2025-06-26 05:02,2026-03-19 20:40,2025-06-26 05:02,2025-04-22 10:06,派送中,黄磊,814km,浦东网点,朝阳网点,重量异常,中
WLYD5863736,杭州天河区,深圳余杭区,王强,EMP_015,王芳贸易公司,顺丰速运,服装,整车,4948kg,1.85m³,1384元,3921元,2025-04-23 03:50,2025-07-26 16:43,2025-04-23 03:50,2026-02-25 17:43,派送中,张丽,994km,朝阳网点,朝阳网点,运费异常,低
WLYD6517681,深圳南山区,广州浦东新区,周娜,EMP_016,刘磊贸易公司,顺丰速运,服装,零担,1896kg,6.07m³,1242元,1999元,2025-11-16 10:53,2025-10-10 19:03,2025-11-16 10:53,2025-07-20 10:24,已签收,张强,1105km,南山网点,鼓楼网点,未及时签收,中
WLYD7141513,北京余杭区,深圳南山区,陈洋,EMP_066,刘芳贸易公司,顺丰速运,化工品,合同物流,1487kg,4.31m³,2487元,2316元,2025-05-12 18:14,2026-08-19 08:50,2025-05-12 18:14,2026-09-18 15:41,已退回,李丽,965km,朝阳网点,浦东网点,虚假签收,低
WLYD6886324,广州南山区,深圳南山区,杨磊,EMP_013,赵敏贸易公司,顺丰速运,电子产品,零担,1779kg,7.40m³,700元,2143元,2025-10-02 06:56,2025-07-11 11:15,2025-10-02 06:56,2026-08-06 21:32,派送中,陈静,467km,天河网点,鼓楼网点,货物损坏,高
WLYD5325668,北京余杭区,杭州朝阳区,赵洋,EMP_069,刘芳贸易公司,顺丰速运,食品,零担,2506kg,9.08m³,829元,950元,2025-10-24 18:17,2025-01-26 00:05,2025-10-24 18:17,2026-01-27 23:13,已退回,王敏,1266km,鼓楼网点,朝阳网点,包装破损,低
WLYD8464584,南京朝阳区,杭州鼓楼区,刘敏,EMP_064,吴敏贸易公司,顺丰速运,建材,整车,2982kg,1.71m³,4613元,4494元,2026-09-27 16:09,2026-04-04 08:14,2026-09-27 16:09,2026-08-27 14:13,已退回,张洋,1094km,浦东网点,鼓楼网点,包装破损,低
